id,reference,Lead-3_summary,Lead-3_r1_p,Lead-3_r1_r,Lead-3_r1_f,Lead-3_r2_p,Lead-3_r2_r,Lead-3_r2_f,Lead-3_rL_f,TextRank_summary,TextRank_r1_p,TextRank_r1_r,TextRank_r1_f,TextRank_r2_p,TextRank_r2_r,TextRank_r2_f,TextRank_rL_f,LSA_summary,LSA_r1_p,LSA_r1_r,LSA_r1_f,LSA_r2_p,LSA_r2_r,LSA_r2_f,LSA_rL_f,LexRank_summary,LexRank_r1_p,LexRank_r1_r,LexRank_r1_f,LexRank_r2_p,LexRank_r2_r,LexRank_r2_f,LexRank_rL_f
8eca5923bf6356a9da0e5f14508cee9f16ce4073,"Dan Kennedy: After Boston Marathon bombing guilty verdict, now real trial -- the sentencing -- can begin. What justice should Tsarnaev get?
He says a plea might have been better, to keep bomber out of the news and let him fade into obscurity in maximum security cell .
Kennedy: The people who deserve to be remembered are victims and MIT officer who was killed .","Boston CNN Now the real Boston Marathon trial can begin. A federal jury s decision to convict Dzhokhar Tsarnaev of 30 charges related to the 2013 Boston Marathon bombings was the most anticlimactic of anticlimaxes. The 21-year-old s lawyers admitted from the beginning that their client had participated in the horrific terrorist attack, which both scarred and strengthened this city.",0.3065,0.3115,0.3089,0.0492,0.05,0.0496,0.2114,"A federal jury s decision to convict Dzhokhar Tsarnaev of 30 charges related to the 2013 Boston Marathon bombings was the most anticlimactic of anticlimaxes. There is no death penalty in Massachusetts, and in September 2013, according to a Globe poll, 57 of respondents supported life in prison for Tsarnaev; just 33 said he should be executed. And Tsarnaev s lawyers will still be fighting for their client s life.",0.2429,0.2787,0.2595,0.029,0.0333,0.031,0.1527,"A federal jury s decision to convict Dzhokhar Tsarnaev of 30 charges related to the 2013 Boston Marathon bombings was the most anticlimactic of anticlimaxes. The 21-year-old s lawyers admitted from the beginning that their client had participated in the horrific terrorist attack, which both scarred and strengthened this city. What kind of justice should Tsarnaev receive?",0.3051,0.2951,0.3,0.069,0.0667,0.0678,0.15,"A federal jury s decision to convict Dzhokhar Tsarnaev of 30 charges related to the 2013 Boston Marathon bombings was the most anticlimactic of anticlimaxes. The outcome of this first phase may have been preordained, but nearly two years after the bombing, the trial has held Boston and the region in thrall more so than I might have imagined. What kind of justice should Tsarnaev receive?",0.3333,0.3607,0.3465,0.0923,0.1,0.096,0.1417
8f02de43c1418d2ebcf0988489e36010cca330c8,"A Texas A&M Galveston professor said in an email to students he would fail the entire class .
University officials won't necessarily stand by failing grades, CNN affiliate KPRC reports .","CNN A professor at Texas A M Galveston said in an email to his strategic management students that they were a disgrace, that they lacked maturity -- and that he would fail the entire class. Irwin Horwitz, an instructional associate professor in the university s department of maritime administration, told CNN affiliate KPRC that he had finally reached a breaking point. Enough was enough, Horwitz said.",0.3385,0.7097,0.4583,0.2188,0.4667,0.2979,0.4375,"CNN A professor at Texas A M Galveston said in an email to his strategic management students that they were a disgrace, that they lacked maturity -- and that he would fail the entire class. In the email to students, KPRC reported, Horwitz said: I have seen cheating, been told by students to chill out, get out of my space, go back and teach refuse to leave the room after being told to do so following inappropriate conduct, called a f g moron several times by a student to my face... Horwitz added that students spread hurtful rumors about him, his wife and colleagues, and that he felt the need for police protection in class. John Shaw, a senior at Texas A M Galveston and student in Horwitz s class, told KPRC he was worried about the job he has lined up after graduation.",0.1538,0.7097,0.2529,0.0986,0.4667,0.1628,0.2184,"It became apparent that they couldn t do just some of the most simple and basic things that they should ve been able to do at that point. I thought I had done pretty well, done pretty well on the first test and everything else that s going on. Patrick Louchouarn, the vice president for academic affairs and chief academic officer, told KPRC that the university will not necessarily stand by the failing grades Horwitz planned to hand out.",0.1266,0.3226,0.1818,0.0385,0.1,0.0556,0.1455,"CNN A professor at Texas A M Galveston said in an email to his strategic management students that they were a disgrace, that they lacked maturity -- and that he would fail the entire class. In the email to students, KPRC reported, Horwitz said: I have seen cheating, been told by students to chill out, get out of my space, go back and teach refuse to leave the room after being told to do so following inappropriate conduct, called a f g moron several times by a student to my face... Horwitz added that students spread hurtful rumors about him, his wife and colleagues, and that he felt the need for police protection in class. John Shaw, a senior at Texas A M Galveston and student in Horwitz s class, told KPRC he was worried about the job he has lined up after graduation.",0.1538,0.7097,0.2529,0.0986,0.4667,0.1628,0.2184
8f5eb904e400e14968ed02e691819161fe9a82cb,"Officials say the investigation originated from intercepted chatter .
Possible threat focused on parts of California, one says .","CNN The FBI is investigating a possible ISIS-inspired terrorist threat in the United States, law enforcement officials said Saturday. The investigation originated from intercepted chatter and other intelligence information that led officials to believe a possible plot could be in the works, the officials said. No arrests have been made.",0.1765,0.5294,0.2647,0.1,0.3125,0.1515,0.2353,"CNN The FBI is investigating a possible ISIS-inspired terrorist threat in the United States, law enforcement officials said Saturday. One official said it focused on parts of California where officials stepped up security, a U.S. official said. The Transportation Security Administration alerted local law enforcement agencies that are responsible for external security around airports, but officials said the possible threat is not necessarily aviation-related.",0.1642,0.6471,0.2619,0.0758,0.3125,0.122,0.2143,"The investigation originated from intercepted chatter and other intelligence information that led officials to believe a possible plot could be in the works, the officials said. No arrests have been made. A Department of Homeland Security spokesperson declined Saturday to talk about specifics, but spoke about security measures in general.",0.18,0.5294,0.2687,0.102,0.3125,0.1538,0.2388,"CNN The FBI is investigating a possible ISIS-inspired terrorist threat in the United States, law enforcement officials said Saturday. It s not clear whether the threat is real or aspirational. The Transportation Security Administration alerted local law enforcement agencies that are responsible for external security around airports, but officials said the possible threat is not necessarily aviation-related.",0.0847,0.2941,0.1316,0.0172,0.0625,0.027,0.1053
8fa981f2a49b8833690e2ae82a5c37a89b5bbd31,"Saudi minister: ""If war's drums are beaten, we are ready for them""
U.N. official: At least 182 killed in the past week, including civilians .","CNN The onslaught on Houthis rebels in Yemen continued Tuesday, with the Saudi-led coalition asserting increasing control while locals fled the chaos and casualties piled up -- dozens of civilians among them. Five days after their first airstrikes, the coalition has destroyed air defense systems of the Houthis and supporters of Yemen s longtime President Ali Abdullah Saleh, and rendered all but a fraction of air bases and stripes unusable, a Saudi source said. Saudi Arabia s navy now controls all Yemeni ports, allowing only closely watched non-military medical goods to pass its blockade, according to the source.",0.0606,0.2308,0.096,0.0,0.0,0.0,0.048,"The Houthi militia and agents of the former president -- supported by Iran -- insist to meddle in Yemen, reshuffle the cards, rob the Yemeni will, make a coup against the constitutional legitimacy and reject all peaceful solutions, al-Faisal said, according to the state-run Saudi Press Agency. They are, he said, among the most vulnerable people in Yemen. On the other side, Iranian Deputy Foreign Minister Hossein Amir-Abdollahian said that officials in his country and Saudi Arabia can help bring about a political solution in Yemen, according to Iran s state-run Press TV, citing AFP.",0.0722,0.2692,0.1138,0.0,0.0,0.0,0.065,"On the other side, Iranian Deputy Foreign Minister Hossein Amir-Abdollahian said that officials in his country and Saudi Arabia can help bring about a political solution in Yemen, according to Iran s state-run Press TV, citing AFP. If they don t, war could inflame the entire region. We strongly object to the military solution in Yemen, Amir-Abdollahian said, reiterating a view made by other Iranian officials.",0.1304,0.3462,0.1895,0.0,0.0,0.0,0.1053,"Some 75,000 people have been displaced in the past week, many health facilities shut down and food prices have skyrocketed. If they don t, war could inflame the entire region. We strongly object to the military solution in Yemen, Amir-Abdollahian said, reiterating a view made by other Iranian officials.",0.1569,0.3077,0.2078,0.06,0.12,0.08,0.1039
8fad5cb6dd782e2e034951b47637056519ce6dd1,"The true cross phenomenon begins with Emperor Constantine, the first Roman emperor to convert to Christianity.
Could fragments of a tree survive millennia? Or are they fragments of forgery that speak to our need to believe?","CNN In July of 2013, the oldest of Jesus relics stories rose again when Turkish archaeologists discovered a stone chest in a 1,350-year-old church that appeared to contain a piece of Jesus cross. We have found a holy thing in a chest. It is a piece of a cross, said excavation team leader Gülgün Köroğlu, an art historian and archaeologist.",0.1045,0.1944,0.1359,0.0152,0.0286,0.0198,0.0971,Could fragments of the true cross of Jesus really be among us today? The true cross of Jesus had been revealed. Hershkovitz is convinced that crosses were not made from olive trees because the people depended on the olive tree for food and wouldn t be slashing them down to make crosses.,0.2115,0.3056,0.25,0.0784,0.1143,0.093,0.1591,Or are they fragments of forgery that speak to our need to believe? The olive tree is the least appropriate tree. Forgery.,0.7273,0.4444,0.5517,0.5714,0.3429,0.4286,0.4483,"The true cross of Jesus had been revealed. If all these bits of the cross were cobbled together, he reckoned, they wouldn t amount to a third of the cross on which Jesus died. Despite the fact the Romans killed tens of thousands of people through crucifixion -- and as many as 500 a day during the siege of Jerusalem from 66-70 CE -- the only piece of evidence connected to this terrible punishment was discovered in 1968, when archaeologists found the heel bone of a crucified man with the nail still intact.",0.1304,0.3333,0.1875,0.033,0.0857,0.0476,0.1406
8fbc588847b9cd3fd2e384a38a335582b26cb06b,"More than 1,800 deaths reported after Nepal earthquake .
Rescue efforts range from digging by hand to military deployments .","CNN It started with neighbors and local officials digging with their hands through the rubble. As soon as a deadly earthquake stopped rattling a swath of Nepal, before the scope of the damage was calculated, the digging began. The magnitude-7.8 earthquake has killed more than 1,800 people, and the death toll is expected to rise.",0.1724,0.5263,0.2597,0.0526,0.1667,0.08,0.1558,"Nepal s neighbor India deployed teams to Kathmandu almost immediately. India said Sunday that it would dispatch 10 more aid flights to Nepal, along with 10 helicopters to assist in search-and-rescue efforts. Disaster management and medical personnel as well as mobile hospitals, food, water, blankets and medicine will be on the aid flights, Ministry of Defense spokesman Sitanshu Kar said.",0.0968,0.3158,0.1481,0.0164,0.0556,0.0253,0.0988,"The International Federation of Red Cross and Red Crescent Societies said its volunteers and staff were aiding rescue efforts and providing first aid to the injured. Facebook activated Safety Check, which alerts users of any friends who are in the disaster zone. Pakistan is sending meals, water, medicine and other supplies.",0.0588,0.1579,0.0857,0.02,0.0556,0.0294,0.0857,"At another hospital, CNN s Manesh Shrestha saw people being turned away as doctors focused on the most dire needs, he said. American disaster response teams are also on their way to the country, the Embassy said via Twitter. CNN s Kunal Sehgal contributed to this report.",0.0426,0.1053,0.0606,0.0,0.0,0.0,0.0303
904cb0fc85601ffc1f9c9652be14c6c3577f45eb,"Deal between Iran and six world powers has given Iranians hope, writes Ghanbar Naderi .
Lifting of international sanctions a possibility, Iranians hope for better living conditions, he adds .
People will likely keep President Rouhani's ""moderate"" government in power, Naderi writes .","Tehran, Iran CNN There is a Persian proverb that says: A good year is determined by its spring. For many Iranians, the historic decision by Tehran and six world powers -- the United States, Britain, France, Germany, Russia and China -- to continue nuclear negotiations under a joint comprehensive plan of action is an indication that this year s Norouz, the Persian New Year that started on March 21, will be a superb one indeed. Although edgy hardliners may now try to play games and complain the preliminary agreement is not what they had hoped, for many people it shows excellent progress and that s what they want.",0.1226,0.3171,0.1769,0.0381,0.1,0.0552,0.1497,"For many Iranians, the historic decision by Tehran and six world powers -- the United States, Britain, France, Germany, Russia and China -- to continue nuclear negotiations under a joint comprehensive plan of action is an indication that this year s Norouz, the Persian New Year that started on March 21, will be a superb one indeed. READ MORE: What s in the Iran nuclear deal? After all, for many Iranians this is more than just a nuclear agreement.",0.1818,0.3415,0.2373,0.0395,0.075,0.0517,0.1356,"READ MORE: Will Iran s Supreme Leader drink poison of peace? READ MORE: What s in the Iran nuclear deal? At least, that s what they hope.",0.2593,0.1707,0.2059,0.0,0.0,0.0,0.1176,"For many Iranians, the historic decision by Tehran and six world powers -- the United States, Britain, France, Germany, Russia and China -- to continue nuclear negotiations under a joint comprehensive plan of action is an indication that this year s Norouz, the Persian New Year that started on March 21, will be a superb one indeed. This historic agreement will make sure they win both the elections. More than ever, they are confident that not striking a comprehensive deal would be a historic mistake.",0.1325,0.2683,0.1774,0.0366,0.075,0.0492,0.1129
9094d2634295d9c2b82ed71850a514b27f0cd2e5,"Sissa Abu Dahou recently was honored as one of Egypt's ideal mothers .
But for 43 years she has dressed as a man so she could work in the conservative country .
""People talked but I said I decided to be a man so I can take care of my small daughter,"" says Dahou .","CNN Every morning, Sissa Abu Dahou puts on traditional male dress, known as a jalabiya, and heads into the streets of the Egyptian city of Luxor for a day of hard work. But this man of the house is actually a woman. The grandmother of two has dressed as a man for 43 years to avoid oppression and eek out a living in the conservative Muslim state.",0.3284,0.4151,0.3667,0.1515,0.1923,0.1695,0.2333,"Only God can judge me, Dahou said, People talked but I said I decided to be a man so I can take care of my small daughter. If it wasn t for my mother, I would have been on the streets Houda, her daughter, told TV host Mona al-Shazly through tears. If I was really a man, I would not have done this, Dahou told her daughter, I would have gotten remarried.",0.3836,0.5283,0.4444,0.2778,0.3846,0.3226,0.3492,"Why did you do this mother? I did not find a home except with my mother. No, I thank God.",0.25,0.0943,0.137,0.0,0.0,0.0,0.1096,"Why did you do this mother? Honestly I would have been in the streets. Egypt s President, Abdel Fattah el-Sisi, crowned her as one of Egypt s ideal mothers in an official ceremony last month.",0.2778,0.1887,0.2247,0.2,0.1346,0.1609,0.1798
911b36319cfacbd86ab9a9bd15b91aebf4b7861f,"The terror attacks in India left more than 160 people dead .
A court granted the suspect bail last year .","CNN A man charged with planning the deadly 2008 Mumbai terror attacks in India has been released on bail in Pakistan after years of detention, prompting sharp criticism from India. Zaki-ur-Rehman Lakhvi, a top leader of the terrorist group Lashkar-e-Taiba, was released early Friday from a jail in the Pakistani city of Rawalpindi, according to Yahya Mujahid, spokesman for Jamaat-ud-Dawa, a group with which Lakhvi is affiliated. Lakhvi was charged in Pakistan in 2009, accused of masterminding the November 2008 terror attacks that left more than 160 people dead in Mumbai, India s most populous city.",0.1471,0.7895,0.2479,0.0792,0.4444,0.1345,0.1818,"CNN A man charged with planning the deadly 2008 Mumbai terror attacks in India has been released on bail in Pakistan after years of detention, prompting sharp criticism from India. Lakhvi was charged in Pakistan in 2009, accused of masterminding the November 2008 terror attacks that left more than 160 people dead in Mumbai, India s most populous city. India, Pakistan s neighbor and rival, condemned Lakhvi s bail release on Friday.",0.2083,0.7895,0.3297,0.1127,0.4444,0.1798,0.2637,"Lakhvi still faces trial in the case. The accusation that Pakistan might treat India differently highlights long-running tensions between the two nuclear-armed neighbors, which have fought three wars against each other since their partition at the end of British colonial rule. CNN s Harmeet Singh contributed to this report.",0.0784,0.2105,0.1143,0.0,0.0,0.0,0.0857,"CNN A man charged with planning the deadly 2008 Mumbai terror attacks in India has been released on bail in Pakistan after years of detention, prompting sharp criticism from India. India, Pakistan s neighbor and rival, condemned Lakhvi s bail release on Friday. The country contacted Pakistan s foreign secretary to underline that this has reinforced the perception that Pakistan has a dual policy on dealing with terrorists, and those who have carried out attacks or are posing a threat to India are being dealt with differently, said Syed Akbaruddin, a spokesman for India s Ministry of External Affairs.",0.0909,0.4737,0.1525,0.0306,0.1667,0.0517,0.1186
91372f749e104b98df0e3cd569309fca4a482c9b,"Katie and Dalton met as patients dealing with cystic fibrosis .
Two years later, they were married .
Dalton received a lung transplant, but Katie is still waiting .","CNN Late one night on Facebook, a girl with cystic fibrosis messaged a boy with cystic fibrosis, and both their lives were changed forever. The girl, Katie Donovan, read that the boy, Dalton Prager, was very sick. If you ever need a friend to talk to, you can reach out to me, she wrote.",0.1481,0.3077,0.2,0.0377,0.08,0.0513,0.15,"No, you don t, Katie wrote back, and told Dalton a bit about herself. The month after Dalton s surgery, UPMC discharged Katie -- she says they told her it would be psychologically good for her to get out for a while. UPMC counters that Kentucky Medicaid told them that if they want to care for Katie, they would have to sign up hundreds of their doctors to accept Kentucky Medicaid patients.",0.1127,0.3077,0.1649,0.0,0.0,0.0,0.1237,"Sorry, but do I know you? I m sorry. I was so happy for him, Katie says.",0.1176,0.0769,0.093,0.0,0.0,0.0,0.093,"No, you don t, Katie wrote back, and told Dalton a bit about herself. I was so happy for him, Katie says. UPMC counters that Kentucky Medicaid told them that if they want to care for Katie, they would have to sign up hundreds of their doctors to accept Kentucky Medicaid patients.",0.1346,0.2692,0.1795,0.0,0.0,0.0,0.1282
922fabca7ffa692144a523dd8f0da21f2b3a32ec,"Japanese maglev train sets new speed record: 603 kilometers per hour .
The train is planned to begin service in 2027 .","Tokyo CNN It s a bird -- It s a plane -- It s an insanely fast Japanese bullet train. A Japan Railway maglev train hit 603 kilometers per hour 374 miles per hour on an experimental track in Yamanashi Tuesday, setting a decisive new world record. A spokesperson said the train spent 10.8 seconds traveling above 600 kilometers per hour, during which it covered 1.8 kilometers 1.1 miles .",0.1857,0.65,0.2889,0.0725,0.2632,0.1136,0.2,"A Japan Railway maglev train hit 603 kilometers per hour 374 miles per hour on an experimental track in Yamanashi Tuesday, setting a decisive new world record. The train broke its own record from last Thursday, when it ran at 590 kilometers per hour 366 miles per hour on a test track. That beat the old record of 581 kilometers per hour 361 miles per hour , which was set in 2003 during another Japanese maglev test.",0.1711,0.65,0.2708,0.08,0.3158,0.1277,0.2083,"Japan s maglevs don t use metal tracks instead, they float nearly 10 cm 4 inches above special guideways, allowing for frictionless movement. Japan Railways has been testing their train to figure out the best operational speed for a planned route between Tokyo and Nagoya, scheduled to begin service in 2027. That trip can take nearly 5 hours by car.",0.1833,0.55,0.275,0.0678,0.2105,0.1026,0.225,"A Japan Railway maglev train hit 603 kilometers per hour 374 miles per hour on an experimental track in Yamanashi Tuesday, setting a decisive new world record. The train broke its own record from last Thursday, when it ran at 590 kilometers per hour 366 miles per hour on a test track. That beat the old record of 581 kilometers per hour 361 miles per hour , which was set in 2003 during another Japanese maglev test.",0.1711,0.65,0.2708,0.08,0.3158,0.1277,0.2083
923fd9f68ffcc423a3087be19853ca8bcfe4f513,"Beloved children's performer Lois Lilienstein has died .
She was a member of CBC and Nickelodeon TV stars Sharon, Lois and Bram .
CNN independently confirmed with Sharon and Bram's manager that Lilienstein passed away at 78 of a a rare cancer .","CNN Lois Lilienstein, co-star of Sharon, Lois Bram s Elephant Show the Canadian preschool show that ran on Nickelodeon during the early 1990s has died, aged 78. Her son, David Lilienstein, told CBC News that his mother died in Toronto on Wednesday night from a rare form of cancer first diagnosed last October. She knew it was happening, she was at peace with it, and she died very peacefully and not in pain, he told the Canadian broadcaster.",0.3291,0.619,0.4298,0.0769,0.1463,0.1008,0.1983,"CNN Lois Lilienstein, co-star of Sharon, Lois Bram s Elephant Show the Canadian preschool show that ran on Nickelodeon during the early 1990s has died, aged 78. The TV show Sharon, Lois Bram s Elephant Show ran on CBC in Canada from 1984 to 1989, before continuing in reruns on Nickelodeon stateside until 1995. Lois will be fondly remembered by her many friends at CBC, Catto told The Hollywood Reporter.",0.2817,0.4762,0.354,0.0571,0.0976,0.0721,0.177,Liz Smith at 92 . Ghostbusters budget cut . All rights reserved.,0.1,0.0238,0.0385,0.0,0.0,0.0,0.0385,"CNN Lois Lilienstein, co-star of Sharon, Lois Bram s Elephant Show the Canadian preschool show that ran on Nickelodeon during the early 1990s has died, aged 78. Her son, David Lilienstein, told CBC News that his mother died in Toronto on Wednesday night from a rare form of cancer first diagnosed last October. The TV show Sharon, Lois Bram s Elephant Show ran on CBC in Canada from 1984 to 1989, before continuing in reruns on Nickelodeon stateside until 1995.",0.2963,0.5714,0.3902,0.0625,0.122,0.0826,0.1951
924f75cb346cb59dc7df97d9cce38f69d357c50a,"Vidarbha, the eastern region of the state of Maharashtra, is known as the epicenter of the suicide crisis .
Farmers are becoming burdened with debt due to falling prices but rising costs .","Vidarbha, India CNN Yogita Kanhaiya is expecting a baby soon. She already has a two-year-old son. Her husband, Moreshwor, a cotton farmer, won t be around to see his children grown up.",0.1176,0.129,0.1231,0.0,0.0,0.0,0.1231,"It s a familiar story in families across Western India s cotton production belt, where, a cotton lobbyist group claims, one cotton farmer commits suicide every eight hours. So we mostly depend on cotton, said Murali Dhidkar, a local cotton farmer. He said in the past year, cotton prices had halved.",0.0784,0.129,0.0976,0.0,0.0,0.0,0.0732,Just a year ago it was 100 dollars. The plans include halving bank loan interest rates and waiving loans from private money lenders. I have to pay the loan back both to bank and private money lenders.,0.0811,0.0968,0.0882,0.0,0.0,0.0,0.0882,"Eight years back, Yogita s father-in-law, also a cotton farmer, took his own life. He said in the past year, cotton prices had halved. That is 44 deaths every day.",0.125,0.129,0.127,0.0,0.0,0.0,0.0635
9293926ad044ae6c714d2cf872a96614bce6c093,"Commando says air transport was delayed for hours as Al-Shabaab forces slaughtered students .
On April 2, 147 were killed at a university in Garissa, Kenya, most were students .","Nairobi CNN An elite police commando unit waited hours for transport from Nairobi, Kenya, to Garissa, where Al-Shabaab terrorists had taken over a university on April 2, according to one of the commandos who participated in the response operation. The commando asked not to be identified for fear of reprisals and because he was not authorized to speak. Al-Shabaab slaughtered 147 people at the school.",0.2687,0.6207,0.375,0.0606,0.1429,0.0851,0.1875,"Nairobi CNN An elite police commando unit waited hours for transport from Nairobi, Kenya, to Garissa, where Al-Shabaab terrorists had taken over a university on April 2, according to one of the commandos who participated in the response operation. At 7:00 a.m. local time, the response team was told to assemble for a mission to Garissa, the police commando told CNN. After arriving in Garissa by plane, the commando team rehearsed the assault on the university compound for about two-and-a-half hours, the commando source told CNN.",0.1739,0.5517,0.2645,0.0549,0.1786,0.084,0.1818,One commando was killed in the assault. All four Al-Shabaab attackers were killed. The problems plaguing Kenya s security efforts .,0.381,0.2759,0.32,0.1,0.0714,0.0833,0.28,"Nairobi CNN An elite police commando unit waited hours for transport from Nairobi, Kenya, to Garissa, where Al-Shabaab terrorists had taken over a university on April 2, according to one of the commandos who participated in the response operation. One commando was killed in the assault. Foreign Minister Amina Mohamed told CNN the response was sufficient and denied reports that it was the elite rapid response team alone that brought an end to the situation.",0.2105,0.5517,0.3048,0.0533,0.1429,0.0777,0.1714
934a2d9235022c9e8a6aeec5e7e941b127569b76,"The Large Hadron Collider (LHC) begins again after a two-year shutdown .
The restart was delayed in March .","CNN The world s biggest and most powerful physics experiment is taking place as you read this. The Large Hadron Collider LHC , a particle accelerator and the largest machine in the world, is ready for action following a two-year shutdown. After problems that delayed the restart in March, scientists at the European Organization for Nuclear Research CERN completed final tests, enabling the first beams to start circulating Sunday inside the LHC s 17 mile 27 km ring.",0.1923,0.8333,0.3125,0.1169,0.5294,0.1915,0.2708,"After problems that delayed the restart in March, scientists at the European Organization for Nuclear Research CERN completed final tests, enabling the first beams to start circulating Sunday inside the LHC s 17 mile 27 km ring. Operating accelerators for the benefit of the physics community is what CERN s here for, CERN Director-General Rolf Heuer said on the organization s website. The LHC generates up to 600 million particles per second, with a beam circulating for 10 hours, traveling more than 6 billion miles more than 10 billion kilometers -- the distance from Earth to Neptune and back again.",0.1,0.5556,0.1695,0.0202,0.1176,0.0345,0.0847,"At near light-speed, a proton in the LHC makes 11,245 circuits per second. The organization also asserts that its guidelines for the protection of the environment and personnel comply with standards set by Swiss and French laws and a European Council Directive. Peter Shadbolt contributed to this report.",0.1,0.2778,0.1471,0.0,0.0,0.0,0.0882,"Operating accelerators for the benefit of the physics community is what CERN s here for, CERN Director-General Rolf Heuer said on the organization s website. The LHC generates up to 600 million particles per second, with a beam circulating for 10 hours, traveling more than 6 billion miles more than 10 billion kilometers -- the distance from Earth to Neptune and back again. The LHC could also question the idea that the universe is only made of matter, despite the theory that antimatter must have been produced in the same amounts at the time of the Big Bang.",0.0612,0.3333,0.1034,0.0,0.0,0.0,0.0862
9378a8d4b9a6d21fed266f63692b1da961172363,"Iranian plane came within 50 yards of U.S. Navy Sea Hawk copter .
Navy copter was on patrol in international airspace .
U.S. official think Iranian plane may have been under orders of local commander .","Washington CNN An Iranian military observation aircraft flew within 50 yards of an armed U.S. Navy helicopter over the Persian Gulf this month, sparking concern that top Iranian commanders might not be in full control of local forces, CNN has learned. The incident, which has not been publicly disclosed, troubled U.S. military officials because the unsafe maneuver could have triggered a serious incident. It also surprised U.S. commanders because in recent months Iranian forces have conducted exercises and operations in the region in a professional manner, one U.S. military official told CNN.",0.1875,0.5143,0.2748,0.0737,0.2059,0.1085,0.2137,"Washington CNN An Iranian military observation aircraft flew within 50 yards of an armed U.S. Navy helicopter over the Persian Gulf this month, sparking concern that top Iranian commanders might not be in full control of local forces, CNN has learned. It also surprised U.S. commanders because in recent months Iranian forces have conducted exercises and operations in the region in a professional manner, one U.S. military official told CNN. The U.S. military s concern has been that one of these incidents could escalate into a military encounter.",0.1957,0.5143,0.2835,0.0769,0.2059,0.112,0.2362,The incident took place as the U.S. and other world powers meet with Iran in Switzerland to negotiate a deal limiting Tehran s nuclear program. CNN has reached out to Iranian officials but has not received a response. The incident comes as the Navy patrols the Gulf of Aden to watch for Iranian ships the U.S. believes are trying to bring weapons to resupply the Houthi rebels in Yemen.,0.1549,0.3143,0.2075,0.0286,0.0588,0.0385,0.1132,"Washington CNN An Iranian military observation aircraft flew within 50 yards of an armed U.S. Navy helicopter over the Persian Gulf this month, sparking concern that top Iranian commanders might not be in full control of local forces, CNN has learned. It also surprised U.S. commanders because in recent months Iranian forces have conducted exercises and operations in the region in a professional manner, one U.S. military official told CNN. We think this might have been locally ordered, the official said.",0.2381,0.5714,0.3361,0.0964,0.2353,0.1368,0.2689
9383c2b3fd48fd3445bdfa3adf26485c1126c356,"Molly Schuyler scarfed down three 72-ounce steaks Sunday in Amarillo, Texas .
The Sacramento woman, 35, is a professional on the competitive-eating circuit .","CNN It didn t seem like a fair fight. On one side were hulking football players and pro wrestlers, competing as teams of two to eat as many pounds of steak as they could, combined, in one hour. On another was a lone 124-pound mother of four.",0.1042,0.2083,0.1389,0.0,0.0,0.0,0.0833,"On one side were hulking football players and pro wrestlers, competing as teams of two to eat as many pounds of steak as they could, combined, in one hour. We ve been doing this contest since 1960, and in all that time we ve never had anybody come in to actually eat that many steaks at one time, Bobby Lee, who co-owns the Big Texan, told CNN affiliate KVII. She also broke her own Big Texan record of two 72-ounce steaks and sides, set last year, when she bested previous record-holder Joey Jaws Chestnut.",0.0722,0.2917,0.1157,0.0208,0.087,0.0336,0.0496,"CNN It didn t seem like a fair fight. Her feat will be submitted to Guinness World Records. It s free, so I m pretty happy about that, she told KVII.",0.0323,0.0417,0.0364,0.0,0.0,0.0,0.0364,"On one side were hulking football players and pro wrestlers, competing as teams of two to eat as many pounds of steak as they could, combined, in one hour. And she did it all in 20 minutes, setting a record in the process. We ve been doing this contest since 1960, and in all that time we ve never had anybody come in to actually eat that many steaks at one time, Bobby Lee, who co-owns the Big Texan, told CNN affiliate KVII.",0.0833,0.2917,0.1296,0.0,0.0,0.0,0.0926
93a56eb66611037c19d47c2cfb759c38d7abf95a,"Prosecutors get investigative report a day early, but don't expect immediate word on charges .
Attorney general: We're continuing ""careful and deliberate examination of the facts""
Gray family was told ""answers were not going to come quickly,"" and that's fine, attorney says .","CNN It came a day early. Baltimore investigators handed their files on Freddie Gray s death over to prosecutors Thursday, but the public shouldn t expect much. It s largely a procedural step, and given the overtures from Baltimore officials, the state s attorney s decision on whether to file charges against the six officers involved in the arrest will not be immediate.",0.2857,0.4091,0.3364,0.0484,0.0698,0.0571,0.1869,"Asked during her Thursday interview why no police officers have yet been charged in Gray s case -- given that if the case involved civilians instead of officers there would ostensibly be probable cause for arrests -- Rawlings-Blake, an attorney by trade, said the question amounted to speculation and cited her efforts to reform the Baltimore Police Department and repair the community s mistrust in police. Deputy Commissioner Kevin Davis, who is overseeing the task force as the head of the Investigations and Intelligence Bureau, said last week that the evidence suggested the transport van carrying Gray made three stops before delivering him to the police station. Rice and two other officers on bikes were the first to see Gray, Davis said last week.",0.1057,0.2955,0.1557,0.0082,0.0233,0.0121,0.0958,"Finally, asked flat out if people should expect an end to the saga when the report was handed over, she replied: Well, it can t be the end. It cannot be the end. We want to be transparent.",0.1842,0.1591,0.1707,0.0,0.0,0.0,0.0976,"Asked again if it was fair for people to assume they would not get answers immediately, she said Baltimore officials had a duty to protect the justice process. This family wants justice. Deputy Commissioner Kevin Davis, who is overseeing the task force as the head of the Investigations and Intelligence Bureau, said last week that the evidence suggested the transport van carrying Gray made three stops before delivering him to the police station.",0.1918,0.3182,0.2393,0.0139,0.0233,0.0174,0.1026
