id,reference,T5-small_summary,T5-small_r1_p,T5-small_r1_r,T5-small_r1_f,T5-small_r2_p,T5-small_r2_r,T5-small_r2_f,T5-small_rL_f,BART_summary,BART_r1_p,BART_r1_r,BART_r1_f,BART_r2_p,BART_r2_r,BART_r2_f,BART_rL_f
096a84f9392972cc2bdccf2ab888ef83bf8b5152,"Volvo says it will begin exporting Chinese-built cars to the U.S. in May .
It's the first time ""Made in China"" cars will be available in U.S. showrooms .
But it's unlikely that Chinese car brands will take on developed markets .",Volvo says it will begin exporting vehicles made in a factory in southwest China to the United States next month .<n>It will be the first time Chinese-built passenger cars will roll into American showrooms .<n>Parent company Geely Automobile is seeking to prove that a Chinese company can manage a global auto brand .,0.4727,0.5909,0.5253,0.2222,0.2791,0.2474,0.3636,"Volvo says it will begin exporting vehicles made in a factory in southwest China to the United States next month. CEO Håkan Samuelsson said Volvo planned to sell 1,500 Chinese-made S60 Inscription sedans in 2015 and 5,000 annually in subsequent years.",0.3111,0.3182,0.3146,0.1591,0.1628,0.1609,0.2472
098ed9b38da7c8004963df9e0dc665e29eee075e,"The New Horizons spacecraft captures image of Pluto and its largest moon .
It's set to reveal new details as it nears the remote area of the solar system .",NASA's New Horizons spacecraft sends back its first color image of Pluto .<n>The probe is due to make its closest approach to Pluto on July 14 .,0.3571,0.3448,0.3509,0.1481,0.1429,0.1455,0.2807,"NASA's New Horizons spacecraft has sent back its first color image of Pluto. The probe is due to make its closest approach to Pluto on July 14. Pluto is 1,400 miles wide, roughly half the width of the continental United States.",0.3023,0.4483,0.3611,0.119,0.1786,0.1429,0.3056
099292f247b89044dd94f1d42eda7687be0dec66,"Paul Nungesser says he was target of gender-based harassment campaign .
The case drew national attention after his accuser started carrying a mattress around campus .",Paul Nungesser was cleared of responsibility in Emma Sulkowicz's 2013 rape claim .<n>Sulkowicz went public with her allegations in various media interviews .,0.1667,0.16,0.1633,0.0435,0.0417,0.0426,0.1633,"Paul Nungesser is suing Columbia University for allowing his accuser to publicly brand him a ""serial rapist"" He was cleared of responsibility in Emma Sulkowicz's 2013 rape claim. The case drew national attention after she started carrying a mattress around campus to protest the school's handling of the complaint.",0.3725,0.76,0.5,0.26,0.5417,0.3514,0.4474
09baf216db3ca56cffbb3aad0726a3e86fd5ecc1,"Jurors are scheduled to begin deliberations Tuesday morning .
If Tsarnaev is found guilty of at least one capital count, the trial will go to the penalty phase .
Prosecutor during closing argument: Tsarnaev ""wanted to awake the mujahideen, the holy warriors""","Dzhokhar Tsarnaev ""chose a day when the eyes of the world would be on Boston,"" prosecutor says .<n>""They were the mujahideen and they were bringing their battle to Boston,"" he adds .",0.25,0.2,0.2222,0.0323,0.0256,0.0286,0.1667,Jurors are set to begin deliberations Tuesday in the trial of Dzhokhar Tsarnaev. He faces life in prison or the death penalty for working with his brother to explode bombs at the 2013 Boston Marathon.,0.4286,0.375,0.4,0.1471,0.1282,0.137,0.32
0a57c604f972b4b190cf02819ef1b50d0886d88a,"A jury has found ex-New England Patriots star guilty of murder .
Aaron Hernandez also charged with murder in 2012 double homicide .
'Golden boy' had just inked $40 million contract when troubles began .",Aaron Hernandez is found guilty of first-degree murder .<n>He also faces murder charges in a 2012 double homicide .<n>He has pleaded not guilty .,0.5769,0.4545,0.5085,0.16,0.125,0.1404,0.339,"Aaron Hernandez is found guilty of first-degree murder in the death of Odin Lloyd. Lloyd's body was found in an industrial park in North Attleboro, Massachusetts. Hernandez also faces murder charges in a 2012 double homicide.",0.3684,0.4242,0.3944,0.1622,0.1875,0.1739,0.3099
0a5c5a5f92c35ec03cd42feee53474d4164cbf33,"The reopening of two nuclear reactors has been blocked by a Japanese court over safety fears .
The reactors had previously been cleared to reopen by the country's nuclear watchdog .
Japan's 48 nuclear reactors have been offline in the wake of the 2011 Fukushima disaster .","A Japanese court has halted plans to restart two nuclear reactors in the west of the country .<n>The decision will force Prime Minister Shinzo Abe to rethink his energy policy, an analyst says .<n>Japan's 48 nuclear reactors are offline in the wake of the Fukushima disaster in 2011 .",0.5294,0.587,0.5567,0.3,0.3333,0.3158,0.3918,A Japanese court has issued a landmark injunction halting plans to restart two nuclear reactors. Japan's 48 nuclear reactors are offline in the wake of the Fukushima disaster in 2011. Prime Minister Shinzo Abe has pushed for a return to nuclear energy.,0.5349,0.5,0.5169,0.3333,0.3111,0.3218,0.4045
0a6b027b3384e79929c19b94062882db8c7f91fc,"Arsenal beat Burnley 1-0 in the EPL .
A goal from Aaron Ramsey secured all three points .
Win cuts Chelsea's EPL lead to four points .",Arsenal beat relegation threatened Burnley 1-0 .<n>Aaron Ramsey scores only goal of the game .<n>Arsenal within four points of first placed Chelsea .<n>Chelsea have two games in hand .,0.4062,0.5,0.4483,0.1613,0.2,0.1786,0.3103,"Arsenal beat Burnley 1-0 at Turf Moor to stay second in the English Premier League. Aaron Ramsey scored the only goal of the game in the first half. The win takes Arsenal to within four points of Chelsea, who have two games in hand.",0.3333,0.5769,0.4225,0.1591,0.28,0.2029,0.3662
0a91b5a6c0d6bb53799799470e0b5918006c503f,"""The Americans"" ends a critically acclaimed third season Wednesday .
Academy of Country Music Awards holds its 50th ceremony Sunday on CBS .","""The Americans"" ends its third season Wednesday .<n>""Fresh Off the Boat"" returns Tuesday .<n>""Vikings"" wraps up Thursday .",0.3684,0.3333,0.35,0.2222,0.2,0.2105,0.3,"""The Americans"" is one of the best series on TV. ""Fresh Off the Boat"" is the first sitcom with an Asian-American cast since the 1990s.",0.1538,0.1905,0.1702,0.04,0.05,0.0444,0.1702
0ac7adff1e1da0757f8ae1825872b0ac51236928,"More people have been displaced than live in Moscow; more people lost their homes than live in greater Boston .
The WFP has cut food ration sizes by 30% for lack of donations .","Since civil war broke out there, 310,000 people have been killed, opposition group says .<n>Violence has plunged well over half of all Syrians into such destitution that they are in dire need of survival aid .",0.1622,0.1875,0.1739,0.0556,0.0645,0.0597,0.1449,"Since civil war broke out there, 310,000 people have been killed, an opposition group says. A year earlier, SOHR's tally stood at 162,402. And the year before, the United Nations put the death toll at 70,000.",0.1,0.125,0.1111,0.0513,0.0645,0.0571,0.1111
0ad6e0e18918f8ea0c33ac3f4b07f791bfc5929b,"Witness who took video of shooting said when he arrived officer was on top of Walter Scott .
Feidin Santana says Walter Scott didn't take Michael Slager's Taser .
Santana said he never saw officers perform CPR before he left the scene to go to work .","""He's the ram in the bush -- I truly believe that,"" Walter Scott's mother says .<n>Feidin Santana says he was told by another officer to stop recording the incident .",0.3871,0.2609,0.3117,0.1,0.0667,0.08,0.2338,"Feidin Santana was told by another cop to stop using his phone to capture the incident. ""One of the officers told me to stop, but it was because I (said) to them that what they did it was an abuse,"" he says.",0.2619,0.2391,0.25,0.0244,0.0222,0.0233,0.1136
0ae2b322a93bf193821727c3a7fdf8d3f44d1019,"Freddie Gray's death has fueled protests in Baltimore .
Demonstrators accuse police of using too much force and say officers should face charges .",Protesters rally at Baltimore City Hall on Thursday .<n>Another march is planned for Saturday .<n>Protesters want answers about what happened to Freddie Gray .,0.16,0.1739,0.1667,0.0417,0.0455,0.0435,0.0833,Demonstrators have vowed they'll keep taking to the streets until they get justice. Protesters want to know exactly what happened in those 30 minutes.,0.12,0.1304,0.125,0.0,0.0,0.0,0.0833
0b66cb7ebcfd16de6d6d7623036c2dd9161f032b,"""Twin Peaks"" creator David Lynch announced he was departing the Showtime revival of the cult series Sunday .
Cast members of the show posted a YouTube video Wednesday pleading for him to return .
Wednesday was the series' 25th anniversary .",The stars have teamed together for a video backing the show's co-creator .<n>Kyle MacLachlan is the only cast member currently confirmed for the reboot .<n>Lynch announced Sunday that he was exiting Showtime's nine-episode revival over a salary dispute .,0.4091,0.4737,0.439,0.093,0.1081,0.1,0.1951,"David Lynch announced Sunday that he was exiting Showtime's nine-episode revival over a salary dispute. Sherilyn Fenn, Sheryl Lee, James Marshall, Peggy Lipton and other familiar faces from the series appear in the video.",0.3611,0.3421,0.3514,0.1143,0.1081,0.1111,0.2973
0b8afba5b0e6d9ac633a58ef4b6cb830e3fcd85c,"Jeffrey Sachs: Raw capitalism is the economics of greed .
Last year was the Earth's hottest year on record, he says .","Sustainable development is a doctrine that says: Let us once again place the economy on a true moral foundation .<n>The idea of sustainable development is that an economy must satisfy all three principles: economic growth, social fairness and environmental sustainability .",0.1707,0.3333,0.2258,0.0,0.0,0.0,0.0968,"Sustainable development calls for a holistic approach that combines economic, social, and environmental objectives. Sustainable development is a doctrine that says: Let us once again place the economy on a true moral foundation and we'll keep greed within bounds.",0.15,0.2857,0.1967,0.0,0.0,0.0,0.0984
0ba73570295a5ca2951079aed5e1dc5fe7e58b21,"Kenyan agency: 147 dead, plans underway to evacuate students and others .
Garissa University College students wake to explosions and gunfire .
Reports: Gunmen storm the Kenyan school, attacking Christians and letting Muslims go .","147 are dead after an attack on a college in eastern Kenya, an official says .<n>A student recalls how ""everyone started running"" after hearing blasts, gunshots .",0.1852,0.1562,0.1695,0.0,0.0,0.0,0.1356,"Kenya's Interior Ministry says four terrorists were killed and the operation ended ""successfully"" Hundreds of students managed to escape the Garissa University College campus.",0.28,0.2188,0.2456,0.0833,0.0645,0.0727,0.1404
0bc55c4e3c651628ad0e409a8b7c15139a917e3e,"Sewol ferry sank a year ago off the coast of South Korea, killing 304 people .
Families hold protests, vigils, say not much has been resolved since sinking .
Government has yet to decide whether to raise the ferry .","South Korea's President calls for the salvage of the Sewol's wreck ""as soon as possible""<n>The Sewol sank on April 16, killing 304 people, mostly high school students .",0.3226,0.2703,0.2941,0.1,0.0833,0.0909,0.1471,"The Sewol sank on April 16, killing 304 people, mostly high school students. The divers stopped searching months ago because of the winter and water conditions. Dozens associated with the ferry disaster have been sent to jail.",0.3243,0.3243,0.3243,0.0833,0.0833,0.0833,0.1892
0c0a6a6459a9fda3a5fdd3bfb15e26afb206d3f1,"Officials start to clean up scores of dead fish from the Lagoon Rodrigo de Freitas .
Pollution was a problem even before the preparations for the Olympic games began .
Last week video showed a separate incident, where floating trash caused a sailing accident .",Scores of dead fish have appeared in Rio de Janeiro's Rodrigo de Freitas lagoon .<n>Officials have launched an investigation into the causes of death .,0.4231,0.2619,0.3235,0.2,0.122,0.1515,0.2647, scores of dead fish have appeared in the Rodrigo de Freitas lagoon in Rio de Janeiro. The city is preparing to host the 2016 Olympics.,0.56,0.3333,0.4179,0.2083,0.122,0.1538,0.3582
0c15f4bb435ecef83ae88a19ba9e3a4bff98ce28,"Walter Scott owed over $18,000 in back child support payments, documents show .
Walter Scott had four children and served in the Coast Guard, his brother says .
He was shot in the back and killed by a North Charleston police officer .","Walter Scott was the father of four children and served in the Coast Guard .<n>""He was outgoing,"" his brother tells CNN's Don Lemon .",0.6,0.3659,0.4545,0.4167,0.25,0.3125,0.3636,"""He was outgoing -- loved everybody, (was) very known in the community and got along with everybody,"" his brother says. At the time of his death, Walter Scott owed over $18,000 in back payments for two children.",0.5135,0.4634,0.4872,0.3056,0.275,0.2895,0.2564
0c3378f7968d8c3b2309485806a9cc6a0035837d,"The recruiting tactics used by ISIS differ from those traditionally employed by al Qaeda .
ISIS benefits from a media environment that amplifies its propaganda, officials say .",ISIS has benefited from a media environment that amplifies its propaganda .<n>The group quickly reached early recruits through videos that showcased the fear its adherents instilled in nonbelievers .,0.4138,0.4615,0.4364,0.2857,0.32,0.3019,0.3636,"U.S. prosecutions of would-be recruits have exploded. The flurry of arrests is a sign that complicated, manpower-intensive investigations are finally being completed. But they also highlight the unique challenges that ISIS poses in comparison with al Qaeda.",0.175,0.2692,0.2121,0.0256,0.04,0.0312,0.1212
0c4f14a0d887abcf5c19e2fc7712b28a4d442ebf,"Les Abend: There were likely warning signs during the co-pilot's training .
He says Andreas Lubitz had to go through many challenges to qualify to be a co-pilot .","Pilot Les Abend: Andreas Lubitz had psychiatric issues far beyond clinical depression .<n>Abend: Considering the hoops Lubitz had to jump through to have established himself as a co-pilot, it's curious to me how the red flags were missed .",0.3902,0.5333,0.4507,0.15,0.2069,0.1739,0.3099,"Andreas Lubitz, the co-pilot on Germanwings Flight 9525, had psychiatric issues. He reportedly was administered a series of injections to mitigate his problems. The selection process is most likely highly competitive, requiring above-average aptitude.",0.2778,0.3333,0.303,0.0857,0.1034,0.0938,0.1515
0c5ec67f7b1d7a2fdb0a3f3ffb8263d8d9ddf872,"Hoesik is the Korean tradition of eating and drinking together .
Anthony Bourdain travels to Korea for the season five premiere of ""Parts Unknown""","Most companies in South Korea have hoesik at least once a month and sometimes every week .<n>For foreigners, using foreignness as an excuse to bow out of the action only goes so far .<n>Drinking is considered a way to get to know what someone is really like .",0.1837,0.3913,0.25,0.0,0.0,0.0,0.1111,"For Koreans, drinking is considered a way to get to know what someone is really like. Koreans always identify the ""higher"" person in the relationship, and defer to them accordingly. It's considered rude for anyone to have an empty glass.",0.1951,0.3478,0.25,0.0,0.0,0.0,0.1562
0ce74c645d220081a4c3f29fb671c13b7f0ef0ea,"A girl is seized by authorities who thought she was the daughter of a woman in Houston .
DNA tests show she is not .
The mother of Alondra Luna Nuñez says: ""They stole my child""",A 14-year-old girl was returned to Mexico from Texas after DNA tests showed she's not related to a woman who claimed the teenager was her daughter .<n>Mexican federal police seized Alondra Luna Nuez on Friday .,0.4103,0.4571,0.4324,0.1316,0.1471,0.1389,0.2973,Mexican federal police seized Alondra Luna Nuñez on Friday in Guanajuato. They believed she was the daughter of a Mexican national living in Houston. A woman in Houston claimed in a 2007 petition that her daughter had been illegally taken to Mexico.,0.3721,0.4571,0.4103,0.2619,0.3235,0.2895,0.2564
0d3c8c276d079c4c225f034c69aa024cdab7869d,"Andrew Getty's death appears to be from natural causes, police say, citing coroner's early assessment .
In a petition for a restraining order, Getty had written he had a serious medical condition.
Police say this is not a criminal matter at this time .","Coroner's preliminary assessment is there was no foul play involved, detective says .<n>Andrew Getty, 47, had ""several health issues,"" detective says .",0.3913,0.2045,0.2687,0.0909,0.0465,0.0615,0.1791,"Coroner's preliminary assessment is there was no foul play involved in the death. Andrew Getty, 47, had ""several health issues,"" police say.",0.4783,0.25,0.3284,0.1364,0.0698,0.0923,0.2388
0d70bf0e7219e1bae4a6fe178c16b6628349c54d,"Vijay Das: So-so jobs numbers contain truth that worries labor experts: Too much American job growth is in part-time low-income work.
He says erratic work schedules tied to customer traffic wreaks havoc with low-wage workers' lives. Congress can fix this .",Writers: Too much job growth is in part-time low-income work .<n>They say Congress should help low-wage workers gain access to predictable work schedules .,0.7037,0.4318,0.5352,0.4615,0.2791,0.3478,0.4225,Nearly 60% of the people in America's workforce are paid hourly and work part-time. Congress should help low-wage workers gain access to predictable work schedules.,0.3929,0.25,0.3056,0.1481,0.093,0.1143,0.1667
0dc6506917122391fe53e18938666f91373a8efb,"Sally Kohn: Supreme Court seems to have increasingly become a place for partisan theatrics .
She says marriage equality arguments seemed even more shaped by politics than the law .","Ruth Bader Ginsburg: ""It was marriage between a man and a woman, but the man decided where the couple would be domiciled""<n>Kathleen Porter-Magee: To argue that the definition of marriage has not changed is either willfully ignorant or woefully nave .",0.093,0.1429,0.1127,0.0,0.0,0.0,0.0563,Frida Ghitis: Supreme Court seems to have increasingly become a place for partisan theatrics. She says the marriage equality arguments seemed even more shaped by politics than the law.,0.8966,0.9286,0.9123,0.8571,0.8889,0.8727,0.9123
0e0bdf77a264313fa9c706e2a02ce33b42e6494d,"Iran's first Supreme Leader made a bitter peace with Iraq's Saddam Hussein .
Nazila Fathi: Is current leader Ayatollah Khamanei trying to put Iran on right track before he dies?","Like the war, Iran's defiance to halt its controversial nuclear program has defined Khamenei's era .<n>If Iran can finalize a deal by June, international investors, including Americans, would be able to invest in Iran for the first time in decades .",0.1628,0.2258,0.1892,0.0238,0.0333,0.0278,0.1351,"Ayatollah Khomeini famously said he was ""drinking poison"" when he accepted a ceasefire to end the eight-year-old war with Iraq. Like the war, Iran's defiance to halt its controversial nuclear program has defined Ayatollah Ali Khamenei's era.",0.2195,0.2903,0.25,0.05,0.0667,0.0571,0.1389
0e2c5d0587400565defcf2bdbaeef05297395014,"Iran's military held annual National Army Day parade over the weekend .
Top military official says he hopes U.S.-Iranian enmity will fade .
U.S. has welcomed limited Iranian help in fight against ISIS but neither side plans full coordination .","Many in Iran believe a nuclear deal is possible, and hope sanctions relief is on the horizon .<n>Iran's top military brass seemed surprisingly relaxed and unusually willing to speak with Western media outlets .",0.2286,0.1951,0.2105,0.0588,0.05,0.0541,0.1316,Iranian President Hassan Rouhani has praised the military as peacemakers for the Middle East. The country's top military brass seemed surprisingly relaxed and unusually willing to speak with Western media outlets.,0.25,0.1951,0.2192,0.0323,0.025,0.0282,0.137
0e7bacb781264bdc558dc3df66fc52ae5824f19f,"""The Muppets"" might return to television on ABC .
""The Big Bang Theory"" co-creator Bill Prady is co-writing a pilot script .
The old Muppet gang would return for the variety show .","ABC is filming a proof of concept for a revival of ""The Muppets""<n>""Big Bang Theory"" co-creator Bill Prady is co-writing the script .<n>Sources say the project, if all goes well, could go straight to series .",0.475,0.5938,0.5278,0.2564,0.3226,0.2857,0.3889,"ABC is filming a proof of concept for a revival of ""The Muppets"" ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script. The presentation is set to film next weekend on the Disney lot in Burbank.",0.525,0.6562,0.5833,0.3077,0.3871,0.3429,0.4444
0e964fb9a4f51c91c23125e78a1f6f95373c5ca9,"Jean Nidetch started Weight Watchers in 1963 .
Nidetch's philosophy:  ""It's choice -- not chance -- that determines your destiny""",Jean Nidetch started Weight Watchers as a group of friends in 1961 .<n>She lost 72 pounds and inspired millions more to shed pounds .,0.25,0.3158,0.2791,0.1739,0.2222,0.1951,0.2791,Jean Nidetch started Weight Watchers with a group of friends in 1961. Nidetch lost 72 pounds and inspired millions more to shed pounds too.,0.2917,0.3684,0.3256,0.1739,0.2222,0.1951,0.3256
0ea6edb49ff7b69002e5f9d0ad050f1496d4a53a,"The person climbed the fence on the south side of the White House complex .
Charges are pending .",A 54-year-old man carrying a suspicious package scaled a White House fence Sunday night .<n>He was quickly apprehended .<n>The package was being examined and later deemed to be harmless .,0.1212,0.2353,0.16,0.0312,0.0625,0.0417,0.08,"A 54-year-old man carrying a suspicious package scaled a White House fence Sunday night. Jerome R. Hunt, of Hayward, California, climbed the fence on the south side of the White House complex.",0.3529,0.7059,0.4706,0.3333,0.6875,0.449,0.4706
0f0c1a6393cdc7b73a305d5c8486e0276a14d10a,"In July 2010, Joyce Bruce got pregnant in an unusual way -- with repeated attempts using a turkey baster .
The man who gave her his sperm wanted to have a role in his son's life .
They ended up in court, and he has won joint custody and visitation rights .",Joyce Bruce used Robert Boardwine's sperm and a turkey baster to get pregnant .<n>Bruce thought she was entitled to be the boy's sole parent .,0.4444,0.2449,0.3158,0.1154,0.0625,0.0811,0.2105,"Robert Boardwine's friend used his sperm and a turkey baster to get pregnant. She thought because they never had sex, she was entitled to be the boy's sole parent. Boardwine was awarded joint legal custody and visitation.",0.4103,0.3265,0.3636,0.1316,0.1042,0.1163,0.2273
0f39feebc34fee03b8c647d1557eb40bb20f4e8b,"Mother must complete ""treatment"" before she can be extradited, Maryland police say .
Mom told police son was with her in Maryland, but he was found Friday alone in woods .
Victim being treated for malnutrition, dehydration; mother faces host of charges after extradition .","Nyia Parler, 41, cannot be extradited to Philadelphia until she receives treatment, Maryland police say .<n>She remains in treatment as of Tuesday morning, police say .",0.3846,0.2381,0.2941,0.12,0.0732,0.0909,0.2059,"Nyia Parler, 41, cannot be extradited to face charges in Philadelphia until she completes an unspecified ""treatment,"" Maryland police say. A man walking through the woods found him Friday ""lying in leaves, covered in a blanket with a Bible and a wheelchair nearby"" Parler's sister told police that Parler has another child, a 16-year-old.",0.3158,0.4286,0.3636,0.0714,0.0976,0.0825,0.1616
0f403e5cb77aca20188e3d437e4f2d8566afe4a1,"Hubble has helped make major discoveries but there are limits to how far it can see into space .
The James Webb Space Telescope will work in the infra-red and be able to see objects that formed 13 billion years ago .
Scientists also believe the new telescope will be able to detect planets around nearby stars .",The James Webb Space Telescope (JWST) is scheduled to launch in October 2018 .<n>It is intended as the successor to the Hubble instrument that has been operating in space for 25 years .<n>The new telescope requires a huge mirror of 25 square meters -- and a golf ball of gold .,0.3725,0.3393,0.3551,0.12,0.1091,0.1143,0.243,"The James Webb Space Telescope (JWST) is scheduled to launch in October 2018 on an Ariane 5 rocket from French Guiana. Named after James E. Webb, a former NASA leader, JWST is being designed to study the first stars and galaxies that formed in the early universe. Scientists hope the telescope will be able to tell us more about objects that formed 13 billion years ago.",0.3939,0.4643,0.4262,0.2308,0.2727,0.25,0.2951
1002ffb7a3bdaca4399f1c0f1774bd9ba31be097,"Dzhokhar Tsarnaev is on trial for his alleged role in the Boston Marathon bombings .
Tsarnaev's sister, Ailina, was in court in December related to aggravated harassment charges .
Tsarnaev's mother is wanted on felony charges of shoplifting and destruction of property .",Ailina Tsarnaeva is the sister of Dzhokhar and Tamerlan Tsarnaev .<n>Authorities allege the brothers are responsible for the 2013 Boston marathon bombing .,0.5652,0.3095,0.4,0.0909,0.0488,0.0635,0.2154,Ailina Tsarnaeva is the sister of Dzhokhar and Tamerlan Tsarnaev. Authorities allege the brothers are responsible for the 2013 Boston marathon bombing.,0.5909,0.3095,0.4063,0.0952,0.0488,0.0645,0.2187
1027d076dbb423b90447f6f3f8315610aefd682c,"Some 276 girls were kidnapped from their school in northeastern Nigeria by Boko Haram a year ago .
Despite a global outcry, one year on, only a handful have escaped and returned home .
Isha Sesay: We should all feel shame that our collective attention span is so fleeting .","We should all feel shame that we live in a world where the lives of young girls can be shattered with impunity, writes CNN's Zain Verjee .<n>The task of keeping that hope alive has largely been taken up by the handful of #BringBackOurGirls campaigners in Nigeria .",0.25,0.2553,0.2526,0.1064,0.1087,0.1075,0.1263,"Exactly 365 days have passed since the girls were snatched from their boarding school dormitories in Chibok, northeastern Nigeria. In the early days of their abduction much of the world stood as one, rallying around the hashtag #BringBackOurGirls.",0.2632,0.2128,0.2353,0.0811,0.0652,0.0723,0.2118
107326566bfc62cb9c6535bf85a747d149935b50,"Ousted Egyptian President Mohamed Morsy is convicted of charges involving violence against protesters .
But he is acquitted of murder .
""We promise you unexpected revolutionary surprises,"" a Muslim Brotherhood spokesman says .",Morsy was Egypt's first democratically elected President in June 2012 .<n>He was deposed by a popularly backed military coup in July 2013 .,0.1667,0.1333,0.1481,0.0,0.0,0.0,0.1111,Mohamed Morsy was convicted on charges of violence and inciting violence. He was sentenced to 20 years in prison for the torture of protesters outside the presidential palace. But he was acquitted of murder in the deaths of protesters.,0.3077,0.4,0.3478,0.1053,0.1379,0.1194,0.3188
108001053b37e8d61251047cdbbdbc8bdec48e94,"Mackey predicted what would happen to Iraq if the U.S. invaded and deposed Saddam Hussein .
She also wrote a book credited with helping bridge gap between Arabs and Americans .","She was an undercover reporter working for U.S. newspapers from Saudi Arabia .<n>For four years, she hid her writing from the authorities and smuggled her stories out of the country .",0.1562,0.1667,0.1613,0.0323,0.0345,0.0333,0.129,Sandra Mackey predicted events that unfolded in the Middle East well before they happened. Her book on Iraq became required reading for many military leaders trying to understand the country. She was a frequent commentator on CNN during the Gulf War in the 1990s.,0.2045,0.3,0.2432,0.0233,0.0345,0.0278,0.1892
10c4640c46d38a6690ac9c2dfdea9ad03780b9f5,"Polish Prince Jan Zylinski has challenged UKIP leader Nigel Farage to a duel .
In a video, Zylinski says he is sick of Poles being discriminated against in Britain .",Prince Jan Zylinski says he is fed up with discrimination against Poles living in Britain .<n>He challenges UKIP leader Nigel Farage to a duel in London's Hyde Park .<n>Farage says he does not intend to cross swords with the prince .,0.4651,0.7143,0.5634,0.3571,0.5556,0.4348,0.3944,Polish Prince challenges Nigel Farage to a duel in London's Hyde Park. Prince Jan Zylinski says he is fed up with discrimination against Poles living in Britain. Farage says he does not intend to cross swords with the prince.,0.475,0.6786,0.5588,0.3333,0.4815,0.3939,0.5
10c476a5cff1ad9123aaa6f62dc2a54dac1263c6,"Photographer Timothy Bouldry spent time at a massive landfill in Guwahati, India .
About 100 families live inside the Boragaon landfill, but Bouldry said they are ""content""","Photographer Timothy Bouldry captures what it's like to live inside a landfill in India .<n>About 100 families live inside the Boragaon landfill .<n>""They are not jaded by modern civilization,"" Bouldry says .",0.5294,0.6923,0.6,0.3333,0.44,0.3793,0.5667,"Photographer Timothy Bouldry traveled the world photographing landfills. The Boragaon landfill is located in the city of Guwahati, about 300 miles from Bangladesh. About 100 families live inside the landfill.",0.4667,0.5385,0.5,0.3103,0.36,0.3333,0.4643
10df276b0775dd707d56c6ef6aa3ec9e70f74adb,"Hospital gowns have gotten a face-lift with help from fashion designers such as Diane von Furstenberg .
What patients wear needs to be comfortable yet allow health professionals access during exams .
Patient satisfaction is linked to the size of Medicare payments hospitals get .",Cleveland Clinic and Detroit's Henry Ford Health System are updating hospital gowns .<n>It's part of a trend among hospitals to improve patient reviews and bottom lines .,0.2759,0.186,0.2222,0.0357,0.0238,0.0286,0.1389,Hospital gowns are among the most vexing parts of being in the hospital. The Cleveland Clinic introduced new gowns after being prompted by the CEO. The Henry Ford Health System is in the process of updating its gowns.,0.2105,0.186,0.1975,0.027,0.0238,0.0253,0.1728
11b3565b7bd3e53c7740ebf580758d58af7891c6,"Dr. Anthony Moschetto, 54, arrested for selling drugs and  weapons, prosecutors say .
Authorities allege Moschetto hired accomplices to burn down the practice of former associate .
Attorney says client will ""vigorously"" defend himself .","Dr. Anthony Moschetto pleads not guilty to criminal solicitation, conspiracy, burglary, arson, criminal prescription sale and weapons charges .<n>Two other men -- identified as James Chmela, 43, and James Kalamaras, 41 -- plead not guilty .",0.1765,0.1875,0.1818,0.0909,0.0968,0.0938,0.1515,"Dr. Anthony Moschetto, 54, pleaded not guilty to criminal solicitation, conspiracy, burglary, arson, criminal prescription sale and weapons charges. Two other men -- identified as James Chmela, 43, and James Kalamaras, 41 -- were named as accomplices.",0.2286,0.25,0.2388,0.1176,0.129,0.1231,0.209
1203b98b4a1739d0f88789ea59f4cceffde40f2d,"20-year-old American dancer makes $240 a month at Kremlin Ballet Theatre .
Joy Womack studied at Bolshoi Ballet Academy but left in cloud of controversy .","American dancer Joy Womack left the Bolshoi Ballet Academy in 2013 .<n>Reports suggested she was asked to pay $10,000 to dance in even small roles .<n>She now works as a principal dancer at the Kremlin Ballet Theatre .",0.35,0.5385,0.4242,0.1538,0.24,0.1875,0.2424,"Joy Womack studied at the Bolshoi Ballet Academy and was one of the first Americans accepted into the company. In 2013 she left under a cloud -- media reports suggested she had claimed she was asked by an unnamed Boshoi official to pay $10,000 to dance in even small roles. The dancer left her parents and eight brothers and sisters behind when she arrived in Russia six years ago, aged 15.",0.2113,0.5769,0.3093,0.0714,0.2,0.1053,0.1856
1206966b68cae5d31776e94fe23e9082930b1daa,"A fan re-edited ""Batman v. Superman: Dawn of Justice"" trailer with classic scenes from older ""Batman"" and ""Superman"" TV and film .
Adam West and Christopher Reeve replace Ben Affleck and Henry Cavill in the re-imagined trailer .","A fan's version of the ""Batman v. Superman"" trailer has gone viral .<n>YouTuber Bobby Burns wanted to contrast the old with the new .",0.36,0.2368,0.2857,0.125,0.0811,0.0984,0.254,"YouTuber Bobby Burns made his own version of the ""Batman v. Superman"" trailer. The 18-year-old used classic superhero footage.",0.3333,0.1842,0.2373,0.1,0.0541,0.0702,0.1695
